#S.N.	date	subject	Trials	currentblock	Trial_value	up_type	down_type	trialtimeout	correct	latency

84	11|7|2016	sadra	DOWN_PROBE	1	11			500	1	0.605534796215	160.962558902
85	11|7|2016	sadra	FIXATION	1	12			500	0	0.498414664373
86	11|7|2016	sadra	TRIAL_PIC	1	12	Neutral	Negative	250	0	0.238564928825
87	11|7|2016	sadra	UP_PROBE	1	12			500	1	0.727162832631	164.530615277
88	11|7|2016	sadra	FIXATION	1	13			500	0	0.500725449583
89	11|7|2016	sadra	TRIAL_PIC	1	13	Positive	Neutral	250	0	0.255697424473
90	11|7|2016	sadra	DOWN_PROBE	1	13			500	1	0.781985006892	168.178496471
91	11|7|2016	sadra	FIXATION	1	14			500	0	0.495328423564
92	11|7|2016	sadra	TRIAL_PIC	1	14	Negative	Neutral	250	0	0.25458859544
93	11|7|2016	sadra	UP_PROBE	1	14			500	1	0.695038316203	171.730609624
94	11|7|2016	sadra	FIXATION	1	15			500	0	0.509913511335
95	11|7|2016	sadra	TRIAL_PIC	1	15	Negative	Neutral	250	0	0.249273100967
96	11|7|2016	sadra	DOWN_PROBE	1	15			500	1	0.782208222148	175.378565827
97	11|7|2016	sadra	FIXATION	1	16			500	0	0.502408623066
98	11|7|2016	sadra	TRIAL_PIC	1	16	Neutral	Positive	250	0	0.242975604312
99	11|7|2016	sadra	UP_PROBE	1	16			500	1	0.644815608254	178.88256341
100	11|7|2016	sadra	FIXATION	1	17			500	0	0.498980674487
101	11|7|2016	sadra	TRIAL_PIC	1	17	Neutral	Neutral	250	0	0.253719650335
102	11|7|2016	sadra	UP_PROBE	1	17			500	1	0.767576389624	182.498724484
103	11|7|2016	sadra	FIXATION	2	0			500	0	0.508720251856
104	11|7|2016	sadra	TRIAL_PIC	2	0	Neutral	Neutral	250	0	0.242935744445
105	11|7|2016	sadra	DOWN_PROBE	2	0			500	1	0.785429986506	188.410624756
106	11|7|2016	sadra	FIXATION	2	1			500	0	0.497946492114
107	11|7|2016	sadra	TRIAL_PIC	2	1	Neutral	Negative	250	0	0.25092040057
108	11|7|2016	sadra	UP_PROBE	2	1			500	1	0.605594586015	191.874543242
109	11|7|2016	sadra	FIXATION	2	2			500	0	0.506962431713
110	11|7|2016	sadra	TRIAL_PIC	2	2	Negative	Neutral	250	0	0.24663763902
111	11|7|2016	sadra	DOWN_PROBE	2	2			500	1	0.59597350116	195.330654992
112	11|7|2016	sadra	FIXATION	2	3			500	0	0.505003862783
113	11|7|2016	sadra	TRIAL_PIC	2	3	Neutral	Positive	250	0	0.248280590274
114	11|7|2016	sadra	DOWN_PROBE	2	3			500	1	0.700069718531	198.9066587
115	11|7|2016	sadra	FIXATION	2	4			500	0	0.502098803189
116	11|7|2016	sadra	TRIAL_PIC	2	4	Neutral	Neutral	250	0	0.240602855126
117	11|7|2016	sadra	DOWN_PROBE	2	4			500	1	0.648236671948	202.402646985
118	11|7|2016	sadra	FIXATION	2	5			500	0	0.506428671855
119	11|7|2016	sadra	TRIAL_PIC	2	5	Neutral	Positive	250	0	0.239113545542
120	11|7|2016	sadra	DOWN_PROBE	2	5			500	1	0.723935270475	206.026591967
121	11|7|2016	sadra	FIXATION	2	6			500	0	0.507791516951
122	11|7|2016	sadra	TRIAL_PIC	2	6	Neutral	Neutral	250	0	0.240093373551
123	11|7|2016	sadra	UP_PROBE	2	6			500	1	0.649104167603	209.538579278
124	11|7|2016	sadra	FIXATION	2	7			500	0	0.499056045872
125	11|7|2016	sadra	TRIAL_PIC	2	7	Neutral	Negative	250	0	0.242453077689
126	11|7|2016	sadra	UP_PROBE	2	7			500	1	0.737919561339	213.178590323
127	11|7|2016	sadra	FIXATION	2	8			500	0	0.49519797309
128	11|7|2016	sadra	TRIAL_PIC	2	8	Neutral	Neutral	250	0	0.24650936272
129	11|7|2016	sadra	DOWN_PROBE	2	8			500	1	0.67290014596	216.754681723
130	11|7|2016	sadra	FIXATION	2	9			500	0	0.501530618901
131	11|7|2016	sadra	TRIAL_PIC	2	9	Neutral	Neutral	250	0	0.246604301677
132	11|7|2016	sadra	UP_PROBE	2	9			500	1	0.797472377112	220.410645773
133	11|7|2016	sadra	FIXATION	2	10			500	0	0.494360191153
134	11|7|2016	sadra	TRIAL_PIC	2	10	Negative	Neutral	250	0	0.242471558173
135	11|7|2016	sadra	UP_PROBE	2	10			500	1	0.654906314818	223.906579705
136	11|7|2016	sadra	FIXATION	2	11			500	0	0.503725448134
137	11|7|2016	sadra	TRIAL_PIC	2	11	Negative	Neutral	250	0	0.239600198285
138	11|7|2016	sadra	UP_PROBE	2	11			500	1	0.583106011303	227.338559928
139	11|7|2016	sadra	FIXATION	2	12			500	0	0.512571802115
140	11|7|2016	sadra	TRIAL_PIC	2	12	Positive	Neutral	250	0	0.249146636479
141	11|7|2016	sadra	UP_PROBE	2	12			500	1	0.586751014977	230.794664068
142	11|7|2016	sadra	FIXATION	2	13			500	0	0.499009663481
143	11|7|2016	sadra	TRIAL_PIC	2	13	Neutral	Positive	250	0	0.237809040798
144	11|7|2016	sadra	UP_PROBE	2	13			500	1	0.646198383284	234.290706708
145	11|7|2016	sadra	FIXATION	2	14			500	0	0.496425294637
146	11|7|2016	sadra	TRIAL_PIC	2	14	Neutral	Negative	250	0	0.246722069466
147	11|7|2016	sadra	DOWN_PROBE	2	14			500	1	0.655558929552	237.786529756
148	11|7|2016	sadra	FIXATION	2	15			500	0	0.497659138708
149	11|7|2016	sadra	TRIAL_PIC	2	15	Neutral	Neutral	250	0	0.237799257012
150	11|7|2016	sadra	UP_PROBE	2	15			500	1	0.639106225821	241.298545332
151	11|7|2016	sadra	FIXATION	2	16			500	0	0.503138783361
152	11|7|2016	sadra	TRIAL_PIC	2	16	Positive	Neutral	250	0	0.254660343201
153	11|7|2016	sadra	DOWN_PROBE	2	16			500	1	0.706138926856	244.866589024
154	11|7|2016	sadra	FIXATION	2	17			500	0	0.497040223679
155	11|7|2016	sadra	TRIAL_PIC	2	17	Positive	Neutral	250	0	0.24864548924
156	11|7|2016	sadra	DOWN_PROBE	2	17			500	1	0.662794220174	248.394658343
157	11|7|2016	sadra	FIXATION	3	0			500	0	0.495807466695
158	11|7|2016	sadra	TRIAL_PIC	3	0	Neutral	Neutral	250	0	0.237480740437
159	11|7|2016	sadra	DOWN_PROBE	3	0			500	1	0.848078826873	254.522567207
160	11|7|2016	sadra	FIXATION	3	1			500	0	0.495121876979
161	11|7|2016	sadra	TRIAL_PIC	3	1	Negative	Neutral	250	0	0.254401616426
162	11|7|2016	sadra	DOWN_PROBE	3	1			500	1	0.848891243439	258.226683065
163	11|7|2016	sadra	FIXATION	3	2			500	0	0.505696337385
164	11|7|2016	sadra	TRIAL_PIC	3	2	Neutral	Neutral	250	0	0.241052909263
165	11|7|2016	sadra	DOWN_PROBE	3	2			500	1	0.688764010743	261.770725681
166	11|7|2016	sadra	FIXATION	3	3			500	0	0.495472643811
167	11|7|2016	sadra	TRIAL_PIC	3	3	Positive	Neutral	250	0	0.241920042556
168	11|7|2016	sadra	UP_PROBE	3	3			500	1	1.134849192	265.762551147
169	11|7|2016	sadra	FIXATION	3	4			500	0	0.508651765357
170	11|7|2016	sadra	TRIAL_PIC	3	4	Neutral	Negative	250	0	0.237949999783
171	11|7|2016	sadra	UP_PROBE	3	4			500	1	0.647568837991	269.242649116
172	11|7|2016	sadra	FIXATION	3	5			500	0	0.506921847121
173	11|7|2016	sadra	TRIAL_PIC	3	5	Positive	Neutral	250	0	0.240152076264
174	11|7|2016	sadra	UP_PROBE	3	5			500	1	0.948490905428	273.058715759
175	11|7|2016	sadra	FIXATION	3	6			500	0	0.507736800224
176	11|7|2016	sadra	TRIAL_PIC	3	6	Neutral	Positive	250	0	0.245461410575
177	11|7|2016	sadra	UP_PROBE	3	6			500	1	0.8365723703	276.762581586
178	11|7|2016	sadra	FIXATION	3	7			500	0	0.500475781869
179	11|7|2016	sadra	TRIAL_PIC	3	7	Neutral	Neutral	250	0	0.249919555541
180	11|7|2016	sadra	UP_PROBE	3	7			500	1	0.691333160366	280.322585905
181	11|7|2016	sadra	FIXATION	3	8			500	0	0.503607680344
182	11|7|2016	sadra	TRIAL_PIC	3	8	Negative	Neutral	250	0	0.241810609102
183	11|7|2016	sadra	UP_PROBE	3	8			500	1	0.796399784322	283.970602986
184	11|7|2016	sadra	FIXATION	3	9			500	0	0.500007609611
185	11|7|2016	sadra	TRIAL_PIC	3	9	Neutral	Neutral	250	0	0.250068486499
186	11|7|2016	sadra	DOWN_PROBE	3	9			500	1	0.996532553916	287.826704879
187	11|7|2016	sadra	FIXATION	3	10			500	0	0.505251356323
188	11|7|2016	sadra	TRIAL_PIC	3	10	Neutral	Neutral	250	0	0.236619404943
189	11|7|2016	sadra	DOWN_PROBE	3	10			500	1	1.20712672684	291.898614616
190	11|7|2016	sadra	FIXATION	3	11			500	0	0.50696496825
191	11|7|2016	sadra	TRIAL_PIC	3	11	Neutral	Positive	250	0	0.251422997259
192	11|7|2016	sadra	DOWN_PROBE	3	11			500	1	0.662063697517	295.442798916
193	11|7|2016	sadra	FIXATION	3	12			500	0	0.513151582002
194	11|7|2016	sadra	TRIAL_PIC	3	12	Neutral	Neutral	250	0	0.258131775272
195	11|7|2016	sadra	DOWN_PROBE	3	12			500	1	0.850954172748	299.17857293
196	11|7|2016	sadra	FIXATION	3	13			500	0	0.510455967892
197	11|7|2016	sadra	TRIAL_PIC	3	13	Negative	Neutral	250	0	0.250659499621
198	11|7|2016	sadra	UP_PROBE	3	13			500	1	0.87004886095	302.91463792
199	11|7|2016	sadra	FIXATION	3	14			500	0	0.507913270727
200	11|7|2016	sadra	TRIAL_PIC	3	14	Positive	Neutral	250	0	0.254049037783
201	11|7|2016	sadra	DOWN_PROBE	3	14			500	1	0.735393170483	306.514608641
202	11|7|2016	sadra	FIXATION	3	15			500	0	0.500949027202
203	11|7|2016	sadra	TRIAL_PIC	3	15	Neutral	Negative	250	0	0.255380357347
204	11|7|2016	sadra	DOWN_PROBE	3	15			500	1	0.825134037863	310.202589587
205	11|7|2016	sadra	FIXATION	3	16			500	0	0.496477112464
206	11|7|2016	sadra	TRIAL_PIC	3	16	Neutral	Negative	250	0	0.249615533463
207	11|7|2016	sadra	UP_PROBE	3	16			500	1	0.815291911926	313.906635508
208	11|7|2016	sadra	FIXATION	3	17			500	0	0.500066674687
209	11|7|2016	sadra	TRIAL_PIC	3	17	Neutral	Positive	250	0	0.252345934366
210	11|7|2016	sadra	UP_PROBE	3	17			500	1	0.69690701925	317.466694907
211	11|7|2016	sadra	FIXATION	4	0			500	0	0.497492814353
212	11|7|2016	sadra	TRIAL_PIC	4	0	Neutral	Positive	250	0	0.255565886911
213	11|7|2016	sadra	DOWN_PROBE	4	0			500	1	0.839089702095	323.402737576
214	11|7|2016	sadra	FIXATION	4	1			500	0	0.506880900166
215	11|7|2016	sadra	TRIAL_PIC	4	1	Neutral	Positive	250	0	0.238780896833
216	11|7|2016	sadra	UP_PROBE	4	1			500	1	0.610562574918	326.882598559
217	11|7|2016	sadra	FIXATION	4	2			500	0	0.507989366837
218	11|7|2016	sadra	TRIAL_PIC	4	2	Positive	Neutral	250	0	0.251475177449
219	11|7|2016	sadra	UP_PROBE	4	2			500	1	0.826030522512	330.578817452
220	11|7|2016	sadra	FIXATION	4	3			500	0	0.493262595356
221	11|7|2016	sadra	TRIAL_PIC	4	3	Neutral	Neutral	250	0	0.244928375442
222	11|7|2016	sadra	UP_PROBE	4	3			500	1	0.747603334894	334.186690573
223	11|7|2016	sadra	FIXATION	4	4			500	0	0.500647179298
224	11|7|2016	sadra	TRIAL_PIC	4	4	Neutral	Neutral	250	0	0.247521803347
225	11|7|2016	sadra	UP_PROBE	4	4			500	1	0.778432405637	337.82678786
226	11|7|2016	sadra	FIXATION	4	5			500	0	0.499150260104
227	11|7|2016	sadra	TRIAL_PIC	4	5	Neutral	Negative	250	0	0.251916534888
228	11|7|2016	sadra	UP_PROBE	4	5			500	1	0.759171393081	341.450681024
229	11|7|2016	sadra	FIXATION	4	6			500	0	0.49816064831
230	11|7|2016	sadra	TRIAL_PIC	4	6	Neutral	Negative	250	0	0.250630148264
231	11|7|2016	sadra	DOWN_PROBE	4	6			500	1	0.871505195553	345.186744203
232	11|7|2016	sadra	FIXATION	4	7			500	0	0.493974275166
233	11|7|2016	sadra	TRIAL_PIC	4	7	Neutral	Neutral	250	0	0.245726297511
234	11|7|2016	sadra	UP_PROBE	4	7			500	1	1.2482871128	349.298705859
235	11|7|2016	sadra	FIXATION	4	8			500	0	0.490600318589
236	11|7|2016	sadra	TRIAL_PIC	4	8	Neutral	Positive	250	0	0.243726419265
237	11|7|2016	sadra	DOWN_PROBE	4	8			500	1	0.675309131388	352.834575753
238	11|7|2016	sadra	FIXATION	4	9			500	0	0.508822438061
239	11|7|2016	sadra	TRIAL_PIC	4	9	Neutral	Neutral	250	0	0.239276608636
240	11|7|2016	sadra	UP_PROBE	4	9			500	1	0.59395514243	356.298677595
241	11|7|2016	sadra	FIXATION	4	10			500	0	0.493825706571
242	11|7|2016	sadra	TRIAL_PIC	4	10	Neutral	Negative	250	0	0.246734752151
243	11|7|2016	sadra	DOWN_PROBE	4	10			500	1	0.741334827233	359.88264784
244	11|7|2016	sadra	FIXATION	4	11			500	0	0.508100974465
245	11|7|2016	sadra	TRIAL_PIC	4	11	Neutral	Neutral	250	0	0.243309340109
246	11|7|2016	sadra	UP_PROBE	4	11			500	1	0.633911398038	363.386701589
247	11|7|2016	sadra	FIXATION	4	12			500	0	0.505639084122
248	11|7|2016	sadra	TRIAL_PIC	4	12	Positive	Neutral	250	0	0.238462380257
249	11|7|2016	sadra	DOWN_PROBE	4	12			500	1	0.701777895022	366.938744443
250	11|7|2016	sadra	FIXATION	4	13			500	0	0.490043005173
251	11|7|2016	sadra	TRIAL_PIC	4	13	Negative	Neutral	250	0	0.248595845587
252	11|7|2016	sadra	DOWN_PROBE	4	13			500	1	0.673922370372	370.458753734
253	11|7|2016	sadra	FIXATION	4	14			500	0	0.504337115914
254	11|7|2016	sadra	TRIAL_PIC	4	14	Negative	Neutral	250	0	0.241105089453
255	11|7|2016	sadra	DOWN_PROBE	4	14			500	1	0.737090113738	374.066660555
256	11|7|2016	sadra	FIXATION	4	15			500	0	0.491227205591
257	11|7|2016	sadra	TRIAL_PIC	4	15	Neutral	Neutral	250	0	0.239192540552
258	11|7|2016	sadra	DOWN_PROBE	4	15			500	1	0.67315235021	377.57859315
259	11|7|2016	sadra	FIXATION	4	16			500	0	0.495155939048
260	11|7|2016	sadra	TRIAL_PIC	4	16	Positive	Neutral	250	0	0.242541856484
261	11|7|2016	sadra	DOWN_PROBE	4	16			500	1	0.69354610772	381.130773339
262	11|7|2016	sadra	FIXATION	4	17			500	0	0.508687276875
263	11|7|2016	sadra	TRIAL_PIC	4	17	Negative	Neutral	250	0	0.236408147647
264	11|7|2016	sadra	UP_PROBE	4	17			500	1	0.62605465585	384.626752566
